ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,DATE,VALIDON,VALIDTO,AREA_SQKM
Tahtay Adiyabo,ET010101,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2909.334229
Laelay Adiabo,ET010102,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,568.3842773
Zana,ET010103,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,571.1055298
Tahtay Koraro,ET010104,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,860.7522583
Asgede,ET010105,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1567.555542
Tselemti,ET010106,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1927.800415
Sheraro town,ET010107,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,72.34791565
Indasilassie town,ET010108,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,14.63075256
Selekleka,ET010109,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,399.4499817
Seyemti Adyabo,ET010110,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,708.9910278
Adi Daero,ET010111,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,101.5009232
Adi Hageray,ET010112,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,908.6430664
Tsimbla,ET010113,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1003.40918
Endabaguna town,ET010114,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.144866467
Dima (TG),ET010115,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,852.6361084
May Tsebri town,ET010116,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,4.345901012
Chila,ET010201,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,590.5275879
Aheferom,ET010202,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,459.7741394
Edaga arbi,ET010203,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,330.6622314
Adwa,ET010204,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,658.322998
Laelay Maychew,ET010205,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,473.1737061
Tahtay Mayechew,ET010206,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,363.9963379
Adet,ET010207,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,613.7058105
Kola Temben,ET010208,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,718.0180664
Naeder,ET010209,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,489.6244507
Abergele (TG),ET010210,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1126.83313
Abi Adi town,ET010211,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,19.71368027
Adwa town,ET010212,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,27.30457115
Axum town,ET010213,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,18.13282013
Rama,ET010214,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,478.5181885
Ahsea,ET010215,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,361.9158325
Egela,ET010216,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,671.0821533
Hahayle,ET010217,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,205.0079651
Endafelasi,ET010218,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,461.2694397
Emba Sieneti,ET010219,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,395.6880493
Enticho town,ET010220,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.85170722
Keyhe tekli,ET010221,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,715.3410034
Tanqua Melashe,ET010222,Central,ET0102,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,371.3982544
Gulo Mekeda,ET010301,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,506.0815125
Erob,ET010302,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,919.0249023
Saesie,ET010303,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,606.2985229
Ganta Afeshum,ET010304,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,465.2880249
Hawzen,ET010305,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,739.604248
Kelete Awelallo,ET010306,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,513.3452148
Atsbi,ET010307,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,603.5287476
Adigrat town,ET010308,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,19.32588577
Wukro town,ET010309,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,20.39787483
Bizet,ET010310,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,159.9089966
Edaga Hamus town,ET010311,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2.897691965
Hawzen town,ET010312,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,4.091803074
Freweyni town,ET010313,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.084780216
Tsaeda Emba,ET010314,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,508.7994995
Atsbi town,ET010315,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1.010481715
Agulae,ET010316,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,938.8723755
Geraleta,ET010317,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,346.876709
Zala Anbesa town,ET010318,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.097375154
Selewa,ET010401,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,275.4635315
Bora (TG),ET010402,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,186.6813049
Neqsege,ET010403,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,168.573288
Emba Alaje,ET010404,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,344.1025696
Endamehoni,ET010405,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,452.5643921
Raya Azebo,ET010406,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1090.475342
Raya Alamata,ET010407,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,705.7736816
Ofla,ET010408,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,637.7210693
Maichew town,ET010409,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,16.2082119
Korem town,ET010410,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,11.21491051
Alamata town,ET010411,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,12.64161015
Mekhoni town,ET010412,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.891850233
Zata,ET010413,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,419.9965515
Chercher,ET010414,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,740.1016235
Kafta Humera,ET010501,Western,ET0105,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,5002.435547
Welkait,ET010502,Western,ET0105,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2459.832275
Tsegede (TG),ET010503,Western,ET0105,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2184.610596
Setit Humera,ET010504,Western,ET0105,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,103.8478241
May Kadra,ET010505,Western,ET0105,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1124.948975
Dansha town,ET010506,Western,ET0105,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1086.883301
Awra (TG),ET010507,Western,ET0105,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,852.0217896
Korarit,ET010508,Western,ET0105,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,483.9745178
May Gaba,ET010509,Western,ET0105,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,14.71727085
Saharti,ET010601,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,595.3153687
Enderta,ET010602,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1400.442383
Hintalo,ET010603,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,900.4622192
Degua Temben,ET010604,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,437.1288757
Hagere Selam town,ET010605,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,5.230905056
Samre,ET010606,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1104.347046
Adigudom,ET010607,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,16.23194122
Wajirat,ET010608,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,878.2542114
Mekelle,ET010701,Mekelle,ET0107,Tigray,ET01,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,523.5159302
Dubti,ET020101,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,4769.737793
Elidar,ET020102,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,10900.28516
Asayita,ET020103,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1627.027588
Afambo,ET020104,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1709.909424
Mile,ET020105,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2218.852539
Chifra,ET020106,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1486.318237
Dubti town,ET020107,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,6.761423111
Kori,ET020108,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2868.541504
Adar,ET020109,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2340.729248
Gerani,ET020110,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,4488.047363
Asayita town,ET020111,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,50.21687317
Samera Logiya town,ET020198,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,75.80644989
Erebti,ET020201,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2613.390625
Kunneba,ET020202,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,349.3690186
Abaala,ET020203,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,962.8323975
Megale,ET020204,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1128.59375
Berahile,ET020205,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2915.765137
Dalol,ET020206,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2232.317139
Afdera,ET020207,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,12493.92773
Bidu,ET020208,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,6985.894043
Abaala town,ET020209,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,189.2302246
Amibara,ET020301,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,644.496521
Awash,ET020302,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1014.907959
Gewane,ET020303,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,8659.699219
Dulecha,ET020304,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1481.82251
Gelalu,ET020305,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,792.4702148
Arguba,ET020306,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,368.3477478
Hanruka,ET020307,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2825.053955
Awash town,ET020396,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,11.77812576
Awra (AF),ET020401,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2292.717041
Euwa,ET020402,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1444.344971
Teru,ET020403,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,5793.834473
Yalo,ET020404,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,764.1752319
Gulina,ET020405,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,846.9179077
Telalek,ET020501,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1105.008179
Samurobi,ET020502,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1444.974365
Dawe,ET020503,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,749.5675659
Dalefage,ET020504,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,978.324585
Hadelela,ET020505,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1257.34436
Addi Arekay,ET030101,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1467.387817
Beyeda,ET030102,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,968.3758545
Janamora,ET030103,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1296.699219
Debark,ET030104,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1246.399414
Dabat,ET030105,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1089.731079
Dabat town,ET030106,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,4.768859386
Telemt,ET030119,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,776.0560303
Debark town,ET030198,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,5.658017159
Ebenat,ET030201,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1614.939941
Libokemekem,ET030202,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,997.6400757
Fogera,ET030203,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1105.974609
Farta,ET030204,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,755.083313
Lay Gayint,ET030205,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1515.782837
Tach Gayint,ET030206,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,825.9157715
Semada,ET030207,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1335.036377
East Esite,ET030208,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1332.313599
Dera (AM),ET030209,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1522.309692
Debre Tabor town,ET030210,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,110.9344101
Andabet/ West Esite,ET030211,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,810.0171509
Guna Begemider,ET030212,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,465.170105
Mena Meketewa,ET030213,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,745.1970215
Sede Muja,ET030214,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,906.6274414
Nefas Mewicha town,ET030215,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,7.712592125
Wegeda town,ET030216,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,4.822256088
Ebenat town,ET030217,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2.152868032
Hamusit town,ET030218,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.360862732
Woreta town,ET030293,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,5.841159821
Mekan Eyesuse,ET030298,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,33.61635971
Adiss Zemen town,ET030299,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.641098738
Bugna,ET030301,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1303.95459
Raya Kobo,ET030302,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1922.358887
Gidan,ET030303,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1087.319336
Meket,ET030304,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1320.260132
Wadla,ET030305,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,826.5802002
Hara town,ET030306,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,6.588057518
Guba Lafto,ET030307,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,791.3424683
Habru,ET030308,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1317.630615
Woldiya town,ET030309,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,78.91139984
Lasta,ET030310,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1115.935913
Dawunt,ET030311,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,618.6838379
Gazo,ET030312,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,103.2163773
Angot,ET030313,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,578.9683838
Filakit town,ET030314,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,11.51868534
Gashena town,ET030315,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,29.38594437
Mersa town,ET030397,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,4.860146523
Lalibela town,ET030398,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,7.823159218
Kobo town,ET030399,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,5.908737659
Argoba,ET030401,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,315.1399231
Tenta,ET030402,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1317.373901
Kutaber,ET030403,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,720.447937
Ambasel,ET030404,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,882.8827515
Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,441.9662781
Delanta,ET030406,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1052.345703
Kalu,ET030407,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,849.5709839
Albuko,ET030408,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,477.0120544
Dessie Zuria,ET030409,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,938.3876953
Legambo,ET030410,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,998.0366821
Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1438.419922
Borena /Debresina,ET030412,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1018.7099
Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1426.856445
